,anio,Mes,Dia,location_dist
94,2021,3,14,2.37
95,2021,3,15,2.43
96,2021,3,16,2.45
97,2021,3,17,2.49
98,2021,3,18,2.46
99,2021,3,19,2.39
100,2021,3,20,2.39
101,2021,3,21,2.33
102,2021,3,22,2.44
103,2021,3,23,2.44
104,2021,3,24,2.51
105,2021,3,25,2.52
106,2021,3,26,2.45
107,2021,3,27,2.42
108,2021,3,28,2.44
109,2021,3,29,2.43
110,2021,3,30,2.5
111,2021,3,31,2.38
112,2021,4,1,2.39
113,2021,4,2,2.37
114,2021,4,3,2.44
115,2021,4,4,2.31
116,2021,4,5,2.52
117,2021,4,6,2.43
118,2021,4,7,2.54
119,2021,4,8,2.46
120,2021,4,9,2.44
121,2021,4,10,2.37
122,2021,4,11,2.3
123,2021,4,12,2.45
124,2021,4,13,2.54
125,2021,4,14,2.52
126,2021,4,15,2.49
127,2021,4,16,2.455
128,2021,4,17,2.39
129,2021,4,18,2.29
130,2021,4,19,2.49
131,2021,4,20,2.46
132,2021,4,21,2.5
133,2021,4,22,2.52
134,2021,4,23,2.5
135,2021,4,24,2.44
136,2021,4,25,2.38
137,2021,4,26,2.43
138,2021,4,27,2.45
139,2021,4,28,2.52
140,2021,4,29,2.45
141,2021,4,30,2.375
142,2021,5,1,2.44
143,2021,5,2,2.37
144,2021,5,3,2.52
145,2021,5,4,2.45
146,2021,5,5,2.58
147,2021,5,6,2.46
148,2021,5,7,2.49
149,2021,5,8,2.43
150,2021,5,9,2.425
151,2021,5,10,2.52
152,2021,5,11,2.52
153,2021,5,12,2.49
154,2021,5,13,2.47
155,2021,5,14,2.49
156,2021,5,15,2.39
157,2021,5,16,2.39
158,2021,5,17,2.53
159,2021,5,18,2.52
160,2021,5,19,2.49
161,2021,5,20,2.44
162,2021,5,21,2.44
163,2021,5,22,2.39
164,2021,5,23,2.37
165,2021,5,24,2.52
166,2021,5,25,2.44
167,2021,5,26,2.44
168,2021,5,27,2.5
169,2021,5,28,2.5
170,2021,5,29,2.39
171,2021,5,30,2.36
172,2021,5,31,2.58
173,2021,6,1,2.25
174,2021,6,2,2.23
175,2021,6,3,2.26
176,2021,6,4,2.28
177,2021,6,5,2.2
178,2021,6,6,2.28
179,2021,6,7,2.26
180,2021,6,8,2.26
181,2021,6,9,2.29
182,2021,6,10,2.27
183,2021,6,11,2.28
184,2021,6,12,2.25
185,2021,6,13,2.19
186,2021,6,14,2.23
187,2021,6,15,2.27
188,2021,6,16,2.3
189,2021,6,17,2.26
190,2021,6,18,2.28
191,2021,6,19,2.19
192,2021,6,20,2.21
193,2021,6,21,2.25
194,2021,6,22,2.25
195,2021,6,23,2.29
196,2021,6,24,2.31
197,2021,6,25,2.24
198,2021,6,26,2.22
199,2021,6,27,2.18
200,2021,6,28,2.29
201,2021,6,29,2.28
202,2021,6,30,2.25
203,2021,7,1,2.27
204,2021,7,2,2.26
205,2021,7,3,2.21
206,2021,7,4,2.23
207,2021,7,5,2.28
208,2021,7,6,2.27
209,2021,7,7,2.28
210,2021,7,8,2.3
211,2021,7,9,2.24
212,2021,7,10,2.26
213,2021,7,11,2.26
214,2021,7,12,2.29
215,2021,7,13,2.27
216,2021,7,14,2.29
217,2021,7,15,2.27
218,2021,7,16,2.3
219,2021,7,17,2.23
220,2021,7,18,2.2
221,2021,7,19,2.27
222,2021,7,20,2.27
223,2021,7,21,2.28
224,2021,7,22,2.27
225,2021,7,23,2.25
226,2021,7,24,2.22
227,2021,7,25,2.21
228,2021,7,26,2.29
229,2021,7,27,2.22
230,2021,7,28,2.25
231,2021,7,29,2.24
232,2021,7,30,2.25
233,2021,7,31,2.23
234,2021,8,1,5.83
235,2021,8,2,2.94
236,2021,8,3,2.815
237,2021,8,4,1.8
238,2021,8,5,2.73
239,2021,8,6,5.1899999999999995
240,2021,8,7,1.2000000000000002
241,2021,8,8,3.16
242,2021,8,9,1.05
243,2021,8,10,2.825
244,2021,8,11,3.05
245,2021,8,12,2.02
246,2021,8,13,1.31
247,2021,8,14,2.61
248,2021,8,15,2.3899999999999997
249,2021,8,16,4.61
250,2021,8,17,1.9649999999999999
251,2021,8,18,
252,2021,8,19,1.97
253,2021,8,20,3.79
254,2021,8,21,1.45
255,2021,8,22,1.09
256,2021,8,23,2.05
257,2021,8,24,4.11
258,2021,8,25,3.49
259,2021,8,26,2.65
260,2021,8,27,1.31
261,2021,8,28,
262,2021,8,29,1.04
263,2021,8,30,3.52
264,2021,8,31,3.035
265,2021,9,1,2.46
266,2021,9,2,2.45
267,2021,9,3,2.43
268,2021,9,4,2.43
269,2021,9,5,2.36
270,2021,9,6,2.45
271,2021,9,7,2.43
272,2021,9,8,2.44
273,2021,9,9,2.43
274,2021,9,10,2.37
275,2021,9,11,2.29
276,2021,9,12,2.38
277,2021,9,13,2.525
278,2021,9,14,2.45
279,2021,9,15,2.46
280,2021,9,16,2.4450000000000003
281,2021,9,17,2.38
282,2021,9,18,2.42
283,2021,9,19,2.37
284,2021,9,20,2.45
285,2021,9,21,2.39
286,2021,9,22,2.49
287,2021,9,23,2.49
288,2021,9,24,2.45
289,2021,9,25,2.39
290,2021,9,26,2.39
291,2021,9,27,2.44
292,2021,9,28,2.39
293,2021,9,29,2.45
294,2021,9,30,2.45
295,2021,10,1,2.42
296,2021,10,2,2.39
297,2021,10,3,2.38
298,2021,10,4,2.45
299,2021,10,5,2.46
300,2021,10,6,2.44
301,2021,10,7,2.45
302,2021,10,8,2.435
303,2021,10,9,2.39
304,2021,10,10,2.39
305,2021,10,11,2.52
306,2021,10,12,2.45
307,2021,10,13,2.49
308,2021,10,14,2.49
309,2021,10,15,2.45
310,2021,10,16,2.39
311,2021,10,17,2.38
312,2021,10,18,2.45
313,2021,10,19,2.43
314,2021,10,20,2.44
315,2021,10,21,2.45
316,2021,10,22,2.38
317,2021,10,23,2.39
318,2021,10,24,2.37
319,2021,10,25,2.58
320,2021,10,26,2.44
321,2021,10,27,2.49
322,2021,10,28,2.45
323,2021,10,29,2.49
324,2021,10,30,2.39
325,2021,10,31,2.29
326,2021,11,1,2.45
327,2021,11,2,2.39
328,2021,11,3,2.46
329,2021,11,4,2.455
330,2021,11,5,2.49
331,2021,11,6,2.37
332,2021,11,7,2.39
333,2021,11,8,2.49
334,2021,11,9,2.47
335,2021,11,10,2.49
336,2021,11,11,2.54
337,2021,11,12,2.45
338,2021,11,13,2.37
339,2021,11,14,2.31
340,2021,11,15,2.45
341,2021,11,16,2.49
342,2021,11,17,2.46
343,2021,11,18,2.45
344,2021,11,19,2.49
345,2021,11,20,2.44
346,2021,11,21,2.49
347,2021,11,22,2.49
348,2021,11,23,2.49
349,2021,11,24,2.45
350,2021,11,25,2.47
351,2021,11,26,2.46
352,2021,11,27,2.43
353,2021,11,28,2.43
354,2021,11,29,2.505
355,2021,11,30,2.45
356,2021,12,1,2.31
357,2021,12,2,2.32
358,2021,12,3,2.27
359,2021,12,4,2.21
360,2021,12,5,2.29
361,2021,12,6,2.3
362,2021,12,7,2.31
363,2021,12,8,2.31
364,2021,12,9,2.29
365,2021,12,10,2.3
366,2021,12,11,2.28
367,2021,12,12,2.3
368,2021,12,13,2.3
369,2021,12,14,2.26
370,2021,12,15,2.28
371,2021,12,16,2.29
372,2021,12,17,2.3
373,2021,12,18,2.3
374,2021,12,19,2.23
375,2021,12,20,2.21
376,2021,12,21,2.25
377,2021,12,22,2.26
378,2021,12,23,2.21
379,2021,12,24,2.1
380,2021,12,25,2.23
381,2021,12,26,2.17
382,2021,12,27,2.28
383,2021,12,28,2.21
384,2021,12,29,2.24
385,2021,12,30,2.21
386,2021,12,31,2.27
